Release_Date,Category,Product,Sub_Product,Function,Sub_Function,Release_Summary,Release_Note,Slack Link,Product Video,CS Video Int,CS Video Ext,Release_Note_Link,Documentation,Assigned Resource,CS Video Added Date
4/4/2023,Component,Platform,OnPrem,,,6.0.0,"Upgrade Process
This release only supports fresh installations of the Sysdig platform into your cloud or on-premise environment.

For the full supportability matrix, see the Release Notes. This repository also includes the on-prem Installation instructions.

Monitor
Sysdig has migrated to a Prometheus-native data store and is now available on on-premise deployments. This release adds several product offerings that are available on the Sysdig SaaS platform for the Monitor product. The following features are now available in the fresh installation of the 6.0.0 on-premise release.

Advisor
Advisor
Advisories
Live Logs
YAML Configuration
Dashboards
Dashboard Manager
Dashboard Library
Explore
Metrics Explorer
PromQL Query Explorer
PromQL Library
Alerts
New Alerts Editor
Alerts Library
Integrations
Monitoring Integrations
Grafana Plugin
AWS Cloudwatch Metrics
The AWS CloudWatch API metrics will be available in Prometheus format. For more information, see AWS CloudWatch API Metrics.
Notification Channels
Two new notification channels have been added:

Prometheus Alert Manager
Google Chat
Secure
Insights
Sysdig Secure has introduced a powerful visualization tool for threat detection, investigation, and risk prioritization, to help identify compliance anomalies and ongoing threats to your environment. With Insights, all findings generated by Sysdig across both workload and cloud environments are aggregated into a visual platform that streamlines threat detection and forensic analysis. For more information, see Insights.

Compliance
New report types have been added to Unified Compliance:

GCP
Azure
Kubernetes
Docker
Linux
Threat Detection Policies and Rules
Threat detection policies now have three “flavors”, following the same model in our SaaS platform.

Default/Managed Policies
Managed Ruleset Policies
Custom Policies
For information on the full description of these policy types, see in our Threat Detection Policies.

Integrations
Managed Kubernetes
Sysdig Agents
Platform
Custom Roles
A custom role is a admin-defined role which allows Sysdig administrators to bundle a set of permissions and allocate it to one or more users or teams. This features has been available in SaaS and is now released for our on-premise users. Fore more information, see Custom Roles.

Group Mappings
Group mappings allow you to connect groups from your identity provider (IdP) to the roles and teams associated with your Sysdig account.

Login Message
You can now configure a custom login message to help maintain security standards based on your organization.

Platform Audit
Sysdig provides both a UI and a set of APIs for auditing and reporting on the use of the Sysdig platform itself. By default, the UI is disabled to help minimize the required resources of running on-premise. The API is enabled by default. For more information, see Sysdig Platform Audit.

Privacy Settings
You can choose to opt in or out of sharing usage data with Sysdig.

",Slack Link,NA,NA,NA,Release Notes,NA,,
4/5/2023,Product Feature,Secure,Detection & Response,Falco,Policy/Rule,Cryptominer detection GA,,Slack Link,NA,?,?,NA,NA,,
4/5/2023,Component,Secure,CLI Scanner,,,1.3.7 ,Fix for a parsing error that caused RedHat modules to be incorrectly matched when scanned.,Slack Link,NA,NA,NA,NA,NA,,
4/6/2023,Utility,Secure,Falco,,,Detect release_agent File Container Escapes,"This rule from Falco OSS detects an attempt to exploit a container escape using release_agent file. By running a container with certains capabilities, a privileged user can modify release_agent file and escape from the container. This rule uses one of the new fields available thread.cap_effective used to check the available capabilities.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Version: v13 Ruleset only",Slack Link,NA,NA,NA,NA,NA,,
4/6/2023,Utility,Secure,Falco,,,Java Process Class File Download,"Detected Java process downloading a class file which could indicate a successful exploit of the log4shell Log4j vulnerability (CVE-2021-44228)
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Version: v13 Ruleset only",Slack Link,NA,NA,NA,NA,NA,,
4/6/2023,Utility,Secure,Falco,,,Launch Excessively Capable Container,"Detect container started with a powerful set of capabilities. Thanks to the new field thread.cap_effective we are able to  detect if a container is started with capabilities which can lead to container escaping. Exceptions are made for known trusted images.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Version: v13 Ruleset only",Slack Link,NA,NA,NA,NA,NA,,
4/6/2023,Utility,Secure,Falco,,,Unprivileged Delegation of Page Faults Handling to a Userspace Process,"This rule detects an unprivileged userfaultfd system call.  The userfaultfd function is designed to allow a thread in a multithreaded program to perform user-space paging for the other threads in the process.  However, attackers can use this functionality to corrupt memory between vulnerable programs and escalate privileges.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Version: v13 Ruleset only",Slack Link,NA,NA,NA,NA,NA,,
4/7/2023,Component,Secure,Runtime Scanner,,,1.4.10 ,we add the support for .NET analyzer,Slack Link,NA,NA,NA,,NA,,
4/7/2023,Component,Secure,Host Scanner,,,0.3.9 ,we add the support for .NET analyzer,Slack Link,NA,NA,NA,Release Notes,NA,,
4/10/2023,Component,Platform,Terraform Provider,,,1.2.0,enables using IBM auth on all notification channels on IBM Cloud Monitoring.,Slack Link,NA,NA,NA,Release Notes,NA,,
4/17/2023,Product Feature,Secure,Detection & Response,Events,Events Feed,"Collapsable sections.
Useful links.
Attribute formatting
English translation for attributes","New Event Details 
Collapsible sections, to focus on what’s important
Useful links, to easier understand what’s happening and investigate
Attribute formatting, for better rendering long code blocks or commands
English translation for attributes, to quickly understand what’s the attribute, even if you’re not a Falco expert or you didn’t write the rule",Slack Link,NA,Video,Video,NA,NA,Tushar,08/18/2023
4/17/2023,Utility,Secure,Falco,,,Kernel startup modules changed,"Another way to achieve persistence comes from the Kernel modules: seems that attackers are defining and installing crafted kernel modules to make sure that their malicious service is started at boot time. The detection relies on two kinds of events: writings on /etc/modules file and creations of “.ko” files under /kernel/modules/lib folder.
Policy: Sysdig Runtime Notable Events
False Positive Chance: Low
Version: v8/v13 Ruleset",Slack Link,NA,NA,NA,NA,NA,,
4/19/2023,Component,Secure,Registry Scanner,,,Registry Scanning GA,,Slack Link,NA,NA,NA,Release Notes,Docs Link,,
4/20/2023,Product Feature,Monitor,Advisor,,,"Support for viewing previously run container logs
UX improvement: Advisories that are not currently active/applicable, are grouped and collapsed by default
Advisor content configuration files have been extracted from Monitor frontend code and moved to separate workspace owned by Promcat team. This sets up the ability for Promcat to iterate on Kubernetes Troubleshooting, add new Advisory types, and generally enhance the product.",,Slack Link,NA,Video,Video,NA,NA,Majid,07/26/2023
4/21/2023,Component,Secure,CLI Scanner,,,1.3.8,"Apart from the usual bug fixing and updates, the most significant improvement in this release is the expanded support for detecting and scanning .NET packages:

While we previously could parse “packages.lock.json” files, we have now added the capability to parse "".deps.json"" files.
This enhancement will enable us to identify broader vulnerabilities within the .NET ecosystem.
Please be aware that by incorporating this new source, you may discover previously unidentified vulnerabilities in assets that have already been scanned.",NA,Na,NA,NA,Release Notes,NA,,
4/24/2023,Component,Platform,Terraform Provider,,,1.3.0,"With this version we added:
ability for IBM users to switch context of the current team on IBM Cloud monitor. (more on docs)
while using notification channels, users have option to specify share_with_current_team (more on docs)",Slack Link,NA,NA,NA,Release Notes,NA,,
4/24/2023,Product Feature,Monitor,Costs,,,"Moved to Technical Preview
Improvements include:
Support for Azure :azure_new: and GCP :gcp:. There is no additional configuration required - costs are currently representative of on-demand (public) pricing.
New accounts (trial signups) have Cost Advisor enabled out of the box. Existing customers still need to be enabled manually.
Significant performance improvements for customers with large environments.
Better in-app feedback for customers running unsupported environments or misconfigurations.",,Slack Link,NA,NA,NA,NA,NA,,
4/26/2023,Product Feature,Secure,VM,Dashboard,,New VM Landing Page (Not GA),,Slack Link,NA,NA,NA,NA,NA,,
4/26/2023,Component,Monitor,Prometheus Integration,,,1.12.0,"Integrations:
Feat: New integration: IBM-Cloud VMWare Shared
Feat: New integration - IBM Cloud VPC VSI
Feat: Add support for Redis Cluster option in the Redis integration
Feat: Improvements to the Windows Installer of the Windows Exporter
Feat: Add license to the Windows Installer of the Windows Exporter
Feat: Investigate how to change the banner and logos to the Sysdig ones in the Windows Installer of the Windows Exporter
Doc: Create a page in draios/docs for the Windows Installer of the Windows Exporter
Feat: Investigate how to digitally sign a Windows installer
Fix: Improve documentation of the Windows Exporter Installer public readme
fix: Fix k8s-kubeproxy Prometheus job not working anymore when directly targeting the IP
Fix: Fail to pass the secret name in the wizard to the helm chart in ElasticSearch integration
Feat: Include User and Password as environment variables into ElasticSearch exporter
Feat: Change unit tests in autodiscovery filters in order to convert from previous regex kind to the new promql kind
OSS: Create an issue in the Windows exporter repo with a list of fixes
Fix: Increase default interval in Windows dashboard
Dashboards and alerts:
feat: Add go_info metric in Go integration
feat: Remove k8s-etcd deprecated metrics
feat: Remove k8s-kubelet deprecated metric from alerts
Fix: Some panels in Istio dashboards were not visualized correctly
Fix: Total memory panel in Windows Host Overview dashboard breaks when more than 1 machine
Fix: Set the min_interval correctly in the KSM integration to see data correctly
Fix: Improvements in OpenShift v4 API Server dashboard
Internal tools and docs:
Feat: Remove sdc-cli dependency from integrations-manager
Feat: Add a new filter to PromQL-Digger tool to scrape kernel version
Issue: Change typo into image attr into infrastructure integrations.
Feat: Add children bookmarks to integrations library docs section
Refactor: Remove the file ‘integrations.json’ from automatic generation and from the repo
Feat: Remove duplicated logic for skip files functionality on promcat-toolbox
Feat: improve code in importer.go (integrations-manager)
PromCat.io and Promotion:
Refactor: Update release process for promcat
Feat: Automate Promcat.io resources from Sysdig resources
Feat: Modify helm chart to add Prometheus annotations",Slack Link,NA,NA,NA,Release Notes,NA,,
4/26/2023,Product Feature,Platform,Platform Integration,,,"Ported Sysdig Agents page from Secure to Monitor and made it a shared resource
Agent installation instructions are now provided based on the customer subscription information (Platform, Monitor, Secure) and not the currently selected product",,Slack Link,NA,NA,NA,NA,NA,,
4/27/2023,Component,Secure,Runtime Scanner,,,1.4.11 ,"This release contains a security update that fixes the following vulns with severity >= HIGH
CVE-2023-27561",Slack Link,NA,NA,NA,NA,NA,,
4/28/2023,Component,Secure,SFC-AWS-TF,,,0.10.9 ,"Bug fixes
Fix ACL issue in #167
removing ACL block since it’s no longer supported by AWS",Slack Link,NA,NA,NA,Release Notes,NA,,
4/28/2023,Component,Secure,Cloud Connector,,,0.16.35 ,This will fix the issue with the rules-validator binary,Slack Link,NA,NA,NA,Release Notes,NA,,
5/1/2023,Utility,Secure,Threat Generator,,,"New Tests:
CONNECT.IPFS (https://en.wikipedia.org/wiki/InterPlanetary_File_System, often used to stash malware on the blockchain)
CONNECT.TOR (The Onion Router!)
LAUNCH.CTR.PRIV (triggers our “launch privileged container” rule)
RUN.CTR.ROOT (run a container as user root)
LAUNCH.PKGMGR (runs apt-get inside a container)
RECON.AWS.CREDS (search the filesystem for .aws credential files)
RECON.EC2.METADATA (connect to the EC2 Metadata service)
SYSTEM.SERVICE.MOD (triggers our system service modification rule, modifes sshd’s service file)
:hammer: Fixed:
RECON.FIND.SUID (modified to run as an unprivileged user, since the technique’s goal is privilege escalation)
:cd: New platform:
ARM64! h/t 

",,Slack Link,NA,NA,NA,NA,NA,,
5/2/2023,Product Feature,Monitor,Prometheus,,,GA of the new Windows Prometheus Bundle,"WHAT IS THIS?
It gives Windows VM users full visibility over their infrastructure, by providing:
All in one bundle: Prometheus agent + Windows exporter + collectors
Enriched metrics: domain + hostname
Native Windows experience: installer with visual wizard, option for CLI installation, apps as services, repair/upgrade/uninstall options",Slack Link,NA,?,?,,NA,,
5/2/2023,Component,Secure,SFC-AWS-CFT,,,0.6.6 ,"Features
feat: adds Org Templates for CSPM, EventBridge and FullInstall by @sameer-in in #86
adding templates for org install by @sameer-in in #90
feat: Add additional eventTypes to EventBridge by @nkraemer-sysdig in #91
Updating Org Install templates by @sameer-in in #92
Support multiregion EB by @nkraemer-sysdig in #93
adding resources in management account for org installs by @sameer-in in #95
Buf fixes
fix: self managed stackset dependencies by @cgeers in #98
fix: acl issue apprunner and ecs by @hayk99 in #99
Documentation
ci: updates CODEOWNERS by @wideawakening in #96
Add Onboarding team as Codeowners by @nkraemer-sysdig in #94",Slack Link,NA,NA,NA,Release Notes,NA,,
